0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;1;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;4;0;1;0;2;4;10;0;0;0;0;2;0;1;5;0;0;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;7;4;2;0;0;1;12;4;2;0;3;0;1;0;0
0;3;0;0;0;0;0;3;0;1;0;0;0;0;2;3;1;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
0;2;0;0;0;0;0;3;0;1;0;0;0;0;2;3;0;0;2;0;0;0;0;0;0;1;0;1;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0
0;3;0;0;0;0;0;5;0;2;0;0;0;0;4;3;0;0;3;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;7;0;0;0;2;0;14;0;10;2;0;6;0;0;6;0;0;1;6;0;1;0;0;0;0;0;0;0;0;0;3;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;5;0;0;0;1
0;2;0;0;0;0;0;3;0;5;1;0;4;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;3;0;0;0;0
0;3;1;0;0;0;1;6;0;3;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0
0;4;0;0;0;1;0;5;0;0;0;0;1;0;0;0;0;0;3;5;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1
0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;27;3;10;19;26;30;32;0;6;0;0;3;0;1;4;0;0;9;5;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;26;0;0;0;0;2;2;1;0;5;0;2;0;1
0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
7;27;0;2;1;12;21;73;0;9;0;0;18;0;5;37;9;2;29;34;2;8;0;0;7;1;1;1;2;1;0;0;0;1;0;2;0;0;23;11;0;0;0;18;4;1;0;11;0;14;0;0
4;38;5;16;14;43;38;85;0;14;0;0;11;0;5;16;0;1;20;24;0;5;0;0;4;0;0;0;0;0;1;0;0;0;0;26;0;23;0;8;0;0;1;7;3;2;0;9;0;6;0;0
5;7;0;0;0;0;2;34;0;7;0;0;7;0;4;9;2;1;10;25;1;4;1;0;2;0;0;0;0;0;1;1;0;1;0;0;0;11;8;0;1;0;0;15;1;3;0;6;0;4;0;1
0;2;0;0;0;0;0;5;0;5;1;1;6;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0
12;7;0;1;1;2;6;31;0;3;0;0;2;0;5;19;2;2;11;24;2;3;0;0;12;0;0;0;0;0;1;0;0;1;0;2;0;18;7;15;0;0;1;0;5;6;0;6;0;5;0;1
2;4;0;1;1;2;5;8;0;0;0;0;1;0;0;1;0;1;2;6;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;2;0;4;3;1;0;0;0;5;0;1;0;2;0;0;0;0
4;2;0;0;0;1;2;3;0;0;0;0;0;0;0;5;0;0;1;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;2;3;0;0;0;6;1;0;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;53;3;7;3;9;14;51;0;30;6;0;11;0;7;35;6;4;11;15;1;2;0;0;3;1;0;0;0;0;5;3;1;1;0;5;0;11;9;6;0;0;0;6;2;1;0;0;1;16;0;1
0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
12;36;6;0;1;6;9;57;0;24;3;0;18;0;9;56;14;11;22;22;0;3;0;0;1;0;0;0;1;0;0;0;4;0;0;2;0;14;6;4;0;0;0;5;0;0;0;16;0;0;0;0
0;1;0;2;1;0;1;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;3;0;0;1;1;2;4;0;0;0;0;1;0;0;1;2;0;4;3;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
